,participant,question,choice,task,trial
16223,559,Q9,portrayal of the feelings of many Spaniards,0,12
16224,559,Q10,and finally succeeded,0,13
16225,559,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had sat,0,14
16226,559,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16227,559,Q13,the city council designated him,0,16
16228,559,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
16229,559,Q15,If the room was brighter,0,18
16230,559,Q16,two students because they used notes anyway.,0,19
16231,559,Q17,through which gas is exchanged,0,20
16232,559,Q18,who tends to resist any attempt at,0,21
16233,559,Q19,The amount of water in living cells varies,0,22
16234,559,Q20,The belief of ancient scientists was,0,23
16235,559,score,11,0,24
16236,559,absAssess1,15,0,25
16237,559,relAssess1,70,0,26
16238,559,diffOther1,7,0,27
16239,559,diffSelf1,5,0,28
16240,560,absAssess0,10,0,0
16241,560,relAssess0,59,0,1
16242,560,diffOther0,5,0,2
16243,560,diffSelf0,4,0,3
16244,560,Q1,mastery of the printed form of language is expected of him or her.,0,4
16245,560,Q2,man and had found,0,5
16246,560,Q3,poetry along with all the other arts is,0,6
16247,560,Q4,it difficult to choose,0,7
16248,560,Q5,accepting responsibility for one's own decisions.,0,8
16249,560,Q6,are native to shores,0,9
16250,560,Q7,than a long period of continuous study.,0,10
16251,560,Q8,Crime and Punishment exhibits,0,11
16252,560,Q9,portrayal of the feelings of many Spaniards,0,12
16253,560,Q10,and finally succeeded,0,13
16254,560,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16255,560,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16256,560,Q13,the city council designated him,0,16
16257,560,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
16258,560,Q15,If the room had been brighter,0,18
16259,560,Q16,two students because they used notes anyway.,0,19
16260,560,Q17,through which gas is exchanged,0,20
16261,560,Q18,who tend to resist any attempt at,0,21
16262,560,Q19,The amount of water in living cells varies,0,22
16263,560,Q20,The ancient scientists believe,0,23
16264,560,score,8,0,24
16265,560,absAssess1,10,0,25
16266,560,relAssess1,55,0,26
16267,560,diffOther1,7,0,27
16268,560,diffSelf1,8,0,28
16269,561,absAssess0,18,0,0
16270,561,relAssess0,80,0,1
16271,561,diffOther0,4,0,2
16272,561,diffSelf0,2,0,3
16273,561,Q1,he or she faces expectations of mastering the printed form of language.,0,4
16274,561,Q2,man and found,0,5
16275,561,Q3,"poetry, along with all the other arts, is",0,6
16276,561,Q4,it difficult to choose,0,7
16277,561,Q5,to accept responsibility for one's own decisions.,0,8
16278,561,Q6,are native to shores,0,9
16279,561,Q7,than a long period of continuous study.,0,10
16280,561,Q8,those in Crime and Punishment exhibit,0,11
16281,561,Q9,portrays the feelings of many Spaniards,0,12
16282,561,Q10,and finally succeeded,0,13
16283,561,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16284,561,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16285,561,Q13,the city council designated him,0,16
16286,561,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
16287,561,Q15,If the room had been brighter,0,18
16288,561,Q16,two students because they used notes anyway.,0,19
16289,561,Q17,through which exchange of gases occurs,0,20
16290,561,Q18,who tends to resist any attempt at,0,21
16291,561,Q19,The amount of water in living cells varies,0,22
16292,561,Q20,The belief of ancient scientists was,0,23
16293,561,score,13,0,24
16294,561,absAssess1,16,0,25
16295,561,relAssess1,75,0,26
16296,561,diffOther1,6,0,27
16297,561,diffSelf1,3,0,28
16298,562,absAssess0,13,0,0
16299,562,relAssess0,60,0,1
16300,562,diffOther0,5,0,2
16301,562,diffSelf0,6,0,3
16302,562,Q1,he or she faces expectations of mastering the printed form of language.,0,4
16303,562,Q2,man and found,0,5
16304,562,Q3,"poetry, along with all the other arts, is",0,6
16305,562,Q4,it difficult to choose,0,7
16306,562,Q5,to accept responsibility for one's own decisions.,0,8
16307,562,Q6,are native to shores,0,9
16308,562,Q7,"than studying for a long, continuous period.",0,10
16309,562,Q8,those in Crime and Punishment exhibit,0,11
16310,562,Q9,feelings portrayed by Spaniards,0,12
16311,562,Q10,and finally succeeded,0,13
16312,562,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16313,562,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16314,562,Q13,the city council designated him,0,16
16315,562,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
16316,562,Q15,If the room had been brighter,0,18
16317,562,Q16,two students due to the use of their notes.,0,19
16318,562,Q17,through which exchange of gases occurs,0,20
16319,562,Q18,who tends to resist any attempt at,0,21
16320,562,Q19,The amount of water in living cells varies,0,22
16321,562,Q20,The belief of ancient scientists was,0,23
16322,562,score,13,0,24
16323,562,absAssess1,15,0,25
16324,562,relAssess1,65,0,26
16325,562,diffOther1,5,0,27
16326,562,diffSelf1,5,0,28
16327,563,absAssess0,16,0,0
16328,563,relAssess0,60,0,1
16329,563,diffOther0,6,0,2
16330,563,diffSelf0,3,0,3
16331,563,Q1,he or she is expected to master the printed form of language.,0,4
16332,563,Q2,man and found,0,5
16333,563,Q3,"poetry, along with all the other arts, are",0,6
16334,563,Q4,it difficult to choose,0,7
16335,563,Q5,accepting responsibility for one's own decisions.,0,8
16336,563,Q6,are native to shores,0,9
16337,563,Q7,than a long period of continuous study.,0,10
16338,563,Q8,those in Crime and Punishment exhibit,0,11
16339,563,Q9,portrayal of the feelings of many Spaniards,0,12
16340,563,Q10,and finally succeeded,0,13
16341,563,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16342,563,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16343,563,Q13,the city council designated him,0,16
16344,563,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
16345,563,Q15,If the room was brighter,0,18
16346,563,Q16,two students because they used notes anyway.,0,19
16347,563,Q17,through which gas is exchanged,0,20
16348,563,Q18,who tends to resist any attempt at,0,21
16349,563,Q19,The amount of water in living cells varies,0,22
16350,563,Q20,The belief of ancient scientists were,0,23
16351,563,score,9,0,24
16352,563,absAssess1,10,0,25
16353,563,relAssess1,40,0,26
16354,563,diffOther1,9,0,27
16355,563,diffSelf1,9,0,28
16356,564,absAssess0,12,0,0
16357,564,relAssess0,50,0,1
16358,564,diffOther0,7,0,2
16359,564,diffSelf0,6,0,3
16360,564,Q1,he or she is expected to master the printed form of language.,0,4
16361,564,Q2,man and found,0,5
16362,564,Q3,"poetry, along with all the other arts, is",0,6
16363,564,Q4,it difficult to choose,0,7
16364,564,Q5,accepting responsibility for one's own decisions.,0,8
16365,564,Q6,are native to shores,0,9
16366,564,Q7,"than a period of long, continuous study.",0,10
16367,564,Q8,those in Crime and Punishment exhibit,0,11
16368,564,Q9,portrays the feelings of many Spaniards,0,12
16369,564,Q10,and finally succeeded,0,13
16370,564,Q11,had lain on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16371,564,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16372,564,Q13,he was designated by the city council,0,16
16373,564,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
16374,564,Q15,If the room had been brighter,0,18
16375,564,Q16,two students because they used notes anyway.,0,19
16376,564,Q17,through which gas is exchanged,0,20
16377,564,Q18,who tends to resist any attempt at,0,21
16378,564,Q19,The amount of water in living cells varies,0,22
16379,564,Q20,The belief of ancient scientists was,0,23
16380,564,score,15,0,24
16381,564,absAssess1,10,0,25
16382,564,relAssess1,45,0,26
16383,564,diffOther1,6,0,27
16384,564,diffSelf1,6,0,28
16385,565,absAssess0,16,0,0
16386,565,relAssess0,80,0,1
16387,565,diffOther0,6,0,2
16388,565,diffSelf0,3,0,3
16389,565,Q1,he or she is expected to master the printed form of language.,0,4
16390,565,Q2,man and found,0,5
16391,565,Q3,"poetry, along with all the other arts, is",0,6
16392,565,Q4,it difficult to choose,0,7
16393,565,Q5,to accept responsibility for one's own decisions.,0,8
16394,565,Q6,are native to shores,0,9
16395,565,Q7,"than a period of long, continuous study.",0,10
16396,565,Q8,those in Crime and Punishment exhibit,0,11
16397,565,Q9,portrayal of the feelings of many Spaniards,0,12
16398,565,Q10,and finally succeeded,0,13
16399,565,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16400,565,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16401,565,Q13,the city council designated him,0,16
16402,565,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
16403,565,Q15,If the room had been brighter,0,18
16404,565,Q16,two students because they used notes anyway.,0,19
16405,565,Q17,through which gas is exchanged,0,20
16406,565,Q18,who tends to resist any attempt at,0,21
16407,565,Q19,The amount of water in living cells varies,0,22
16408,565,Q20,The belief of ancient scientists was,0,23
16409,565,score,13,0,24
16410,565,absAssess1,18,0,25
16411,565,relAssess1,85,0,26
16412,565,diffOther1,6,0,27
16413,565,diffSelf1,3,0,28
16414,566,absAssess0,13,0,0
16415,566,relAssess0,55,0,1
16416,566,diffOther0,5,0,2
16417,566,diffSelf0,4,0,3
16418,566,Q1,he or she is expected to master the printed form of language.,0,4
16419,566,Q2,man and found,0,5
16420,566,Q3,"poetry, along with all the other arts, is",0,6
16421,566,Q4,it difficult to choose,0,7
16422,566,Q5,to accept responsibility for one's own decisions.,0,8
16423,566,Q6,are native to shores,0,9
16424,566,Q7,than a long period of continuous study.,0,10
16425,566,Q8,those in Crime and Punishment exhibit,0,11
16426,566,Q9,feelings,0,12
16427,566,Q10,and finally succeeded,0,13
16428,566,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16429,566,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16430,566,Q13,he was designated by the city council,0,16
16431,566,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
16432,566,Q15,If the room had been brighter,0,18
16433,566,Q16,two students due to the use of their notes.,0,19
16434,566,Q17,through which exchange of gases occurs,0,20
16435,566,Q18,who tend to resist any attempt at,0,21
16436,566,Q19,The amount of water in living cells varies,0,22
16437,566,Q20,The belief of ancient scientists was,0,23
16438,566,score,16,0,24
16439,566,absAssess1,12,0,25
16440,566,relAssess1,51,0,26
16441,566,diffOther1,5,0,27
16442,566,diffSelf1,5,0,28
16443,567,absAssess0,18,0,0
16444,567,relAssess0,83,0,1
16445,567,diffOther0,4,0,2
16446,567,diffSelf0,2,0,3
16447,567,Q1,he or she faces expectations of mastering the printed form of language.,0,4
16448,567,Q2,man and found,0,5
16449,567,Q3,"poetry, along with all the other arts, is",0,6
16450,567,Q4,it difficult to choose,0,7
16451,567,Q5,to accept responsibility for one's own decisions.,0,8
16452,567,Q6,are native to shores,0,9
16453,567,Q7,than a long period of continuous study.,0,10
16454,567,Q8,those in Crime and Punishment exhibit,0,11
16455,567,Q9,portrayal of the feelings of many Spaniards,0,12
16456,567,Q10,and finally succeeded,0,13
16457,567,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16458,567,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16459,567,Q13,the city council designated him,0,16
16460,567,Q14,"""Bob, have you checked with our office in Canton, Ohio, to see if it stocks slate, flagstone, and feather rock?""",0,17
16461,567,Q15,If the room had been brighter,0,18
16462,567,Q16,two students because they used notes anyway.,0,19
16463,567,Q17,through which gas is exchanged,0,20
16464,567,Q18,who tends to resist any attempt at,0,21
16465,567,Q19,The amount of water in living cells varies,0,22
16466,567,Q20,The belief of ancient scientists were,0,23
16467,567,score,12,0,24
16468,567,absAssess1,15,0,25
16469,567,relAssess1,73,0,26
16470,567,diffOther1,8,0,27
16471,567,diffSelf1,7,0,28
16472,568,absAssess0,16,0,0
16473,568,relAssess0,78,0,1
16474,568,diffOther0,5,0,2
16475,568,diffSelf0,3,0,3
16476,568,Q1,he or she is expected to master the printed form of language.,0,4
16477,568,Q2,man and found,0,5
16478,568,Q3,"poetry, along with all the other arts, is",0,6
16479,568,Q4,it difficult to choose,0,7
16480,568,Q5,accepting responsibility for one's own decisions.,0,8
16481,568,Q6,are native to shores,0,9
16482,568,Q7,"than studying for a long, continuous period.",0,10
16483,568,Q8,those in Crime and Punishment exhibit,0,11
16484,568,Q9,feelings portrayed by Spaniards,0,12
16485,568,Q10,and finally succeeded,0,13
16486,568,Q11,had laid on the hay beside its mother and had begun to nurse as soon as the boy had set,0,14
16487,568,Q12,"whether lying alone in the crib or enjoying the company of adults, is consistently fascinated by",0,15
16488,568,Q13,he was designated by the city council,0,16
16489,568,Q14,"""Bob, have you checked with our office in Canton, Ohio to see if it stocks slate, flagstone, and feather rock?""",0,17
16490,568,Q15,If the room was brighter,0,18
16491,568,Q16,two students because they used notes anyway.,0,19
16492,568,Q17,through which exchange of gases occurs,0,20
16493,568,Q18,who tends to resist any attempt at,0,21
16494,568,Q19,The amount of water in living cells varies,0,22
16495,568,Q20,The belief of ancient scientists was,0,23
16496,568,score,14,0,24
16497,568,absAssess1,15,0,25
16498,568,relAssess1,70,0,26
16499,568,diffOther1,6,0,27
16500,568,diffSelf1,4,0,28
16501,569,absAssess0,17,0,0
16502,569,relAssess0,80,0,1
16503,569,diffOther0,5,0,2
16504,569,diffSelf0,2,0,3
16505,569,Q1,mastery of the printed form of language is expected of him or her.,0,4
16506,569,Q2,man and found,0,5
16507,569,Q3,poetry along with all the other arts is,0,6
16508,569,Q4,it difficult to choose,0,7
